"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","5471","Search handles all boundary and security input cases","","2026-06-16","passed","2026-06-16","","Flipkart E2E Flows","Search handles all boundary and security input cases",""
"","5420","User can sort results by price low to high","","2026-06-16","passed","2026-06-16","","Flipkart E2E Flows","User can sort results by price low to high",""
"","28777","User can add a product to cart from PDP","","2026-06-16","broken","2026-06-16","","Flipkart E2E Flows","User can add a product to cart from PDP",""
"","37736","User can navigate to Flipkart home via logo","","2026-06-16","failed","2026-06-16","","Flipkart E2E Flows","User can navigate to Flipkart home via logo",""
"","5211","Search handles all boundary and security input cases","","2026-06-16","passed","2026-06-16","","Flipkart E2E Flows","Search handles all boundary and security input cases",""
"","5628","Search handles all boundary and security input cases","","2026-06-16","passed","2026-06-16","","Flipkart E2E Flows","Search handles all boundary and security input cases",""
"","8433","User can open a product detail page","","2026-06-16","passed","2026-06-16","","Flipkart E2E Flows","User can open a product detail page",""
"","5346","Search handles all boundary and security input cases","","2026-06-16","passed","2026-06-16","","Flipkart E2E Flows","Search handles all boundary and security input cases",""
"","28595","Cart persists product after page refresh","","2026-06-16","broken","2026-06-16","","Flipkart E2E Flows","Cart persists product after page refresh",""
"","139130","Homepage banners are displayed","","2026-06-16","passed","2026-06-16","","Flipkart E2E Flows","Homepage banners are displayed",""
"","6057","User can filter search results by brand","","2026-06-16","passed","2026-06-16","","Flipkart E2E Flows","User can filter search results by brand",""
"","6195","Search handles all boundary and security input cases","","2026-06-16","passed","2026-06-16","","Flipkart E2E Flows","Search handles all boundary and security input cases",""
"","5313","Search handles all boundary and security input cases","","2026-06-16","passed","2026-06-16","","Flipkart E2E Flows","Search handles all boundary and security input cases",""
"","28781","User can proceed to checkout from cart","","2026-06-16","broken","2026-06-16","","Flipkart E2E Flows","User can proceed to checkout from cart",""
"","5834","Search handles all boundary and security input cases","","2026-06-16","passed","2026-06-16","","Flipkart E2E Flows","Search handles all boundary and security input cases",""
"","4954","User can sort results by popularity","","2026-06-16","passed","2026-06-16","","Flipkart E2E Flows","User can sort results by popularity",""
"","5441","Search handles all boundary and security input cases","","2026-06-16","passed","2026-06-16","","Flipkart E2E Flows","Search handles all boundary and security input cases",""
"","5208","Search handles all boundary and security input cases","","2026-06-16","passed","2026-06-16","","Flipkart E2E Flows","Search handles all boundary and security input cases",""
"","28393","User can remove a product from cart","","2026-06-16","broken","2026-06-16","","Flipkart E2E Flows","User can remove a product from cart",""
"","5362","Search with invalid term shows no results message","","2026-06-16","passed","2026-06-16","","Flipkart E2E Flows","Search with invalid term shows no results message",""
"","4406","Search suggestions appear on partial input","","2026-06-16","passed","2026-06-16","","Flipkart E2E Flows","Search suggestions appear on partial input",""
"","3434","Search handles all boundary and security input cases","","2026-06-16","passed","2026-06-16","","Flipkart E2E Flows","Search handles all boundary and security input cases",""
"","6467","Search for a valid product returns results","","2026-06-16","passed","2026-06-16","","Flipkart E2E Flows","Search for a valid product returns results",""
"","8336","Product images are displayed on PDP","","2026-06-16","passed","2026-06-16","","Flipkart E2E Flows","Product images are displayed on PDP",""
"","38289","Product ratings and reviews section is visible","","2026-06-16","broken","2026-06-16","","Flipkart E2E Flows","Product ratings and reviews section is visible",""
"","136239","Guest user can browse without login","","2026-06-16","broken","2026-06-16","","Flipkart E2E Flows","Guest user can browse without login",""
